Boro_Block_Lot,Baseline?,Condo_Section,Address,Neighborhood,Building_Classification,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Distance_From_Condo,BBL,BBLID,X,Y,Inspection_Type1,Inspection_ID1,Inspection_Date1,Result1,Inspection_Type2,Inspection_ID2,Inspection_Date2,Result2,Inspection_Type3,Inspection_ID3,Inspection_Date3,Result3,Inspection_Type4,Inspection_ID4,Inspection_Date4,Result4
1-00397-0063,NA,NA,250 EAST HOUSTON STREET,ALPHABET CITY,D6-ELEVATOR,146,1989,126660,"$5,918,620 ",$47 ,"$1,622,031 ",$13 ,"$4,296,589 ","$32,293,000 ",$255 ,0.32,1-00397-0063,1003970063,988520.3,202340.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00397-7501,No,0489-R1,175 EAST 2 STREET,ALPHABET CITY,R4-CONDOMINIUM,21,1920,20038,"$541,026 ",$27 ,"$214,607 ",$11 ,"$326,419 ","$2,355,999 ",$118 ,NA,1-00397-7501,1003977501,988495.8,202428.2,INITIAL_INSP,PO456876,5/1/12,Passed Inspection,INITIAL_INSP,PO257270,4/15/11,Passed Inspection,INITIAL_INSP,PO85672,4/2/10,Passed Inspection,NA,NA,NA,NA
1-00398-0015,NA,NA,170 EAST 3 STREET,ALPHABET CITY,C4-WALK-UP,54,1930,20642,"$656,348 ",$32 ,"$240,973 ",$12 ,"$415,375 ","$3,098,000 ",$150 ,0.05,1-00398-0015,1003980015,988559.6,202674.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00398-0025,NA,NA,190 EAST 3 STREET,ALPHABET CITY,D9-ELEVATOR,23,1912,10656,"$226,845 ",$21 ,"$71,020 ",$7 ,"$155,825 ","$1,143,000 ",$107 ,0.05,1-00398-0025,1003980025,988762.8,202588.1,INITIAL_INSP,PO456856,5/1/12,Passed Inspection,INITIAL_INSP,PO255409,4/14/11,Passed Inspection,INITIAL_INSP,PO85695,4/5/10,Passed Inspection,NA,NA,NA,NA
1-00398-0026,NA,NA,192 EAST 3 STREET,ALPHABET CITY,C1-WALK-UP,20,1900,9270,"$205,772 ",$22 ,"$85,494 ",$9 ,"$120,278 ","$880,000 ",$95 ,0.05,1-00398-0026,1003980026,988784.5,202576.1,INITIAL_INSP,PO456855,5/1/12,Passed Inspection,INITIAL_INSP,PO255408,4/14/11,Passed Inspection,INITIAL_INSP,PO85696,4/5/10,Passed Inspection,NA,NA,NA,NA
1-00398-0061,NA,NA,156 EAST 2 STREET,ALPHABET CITY,C7-WALK-UP,28,1919,14097,"$541,429 ",$38 ,"$178,002 ",$13 ,"$363,427 ","$2,750,000 ",$195 ,0.23,1-00398-0061,1003980061,988352.6,202675.8,INITIAL_INSP,PO456837,5/1/12,Passed Inspection,INITIAL_INSP,PO255390,4/14/11,Passed Inspection,INITIAL_INSP,PO85714,4/5/10,Passed Inspection,NA,NA,NA,NA
1-00398-7501,No,0394-R1,182 EAST 2 STREET,ALPHABET CITY,R2-CONDOMINIUM,41,1987,35664,"$1,068,493 ",$30 ,"$410,136 ",$12 ,"$658,357 ","$4,675,012 ",$131 ,NA,1-00398-7501,1003987501,988598.4,202554.8,INITIAL_INSP,PO456843,5/1/12,Passed Inspection,INITIAL_INSP,PO255396,4/14/11,Passed Inspection,INITIAL_INSP,PO85708,4/5/10,Passed Inspection,NA,NA,NA,NA
1-00399-7501,No,0602-R1,50 AVENUE A,ALPHABET CITY,R9-CONDOMINIUM,17,1920,21314,"$570,576 ",$27 ,"$213,140 ",$10 ,"$357,436 ","$2,584,000 ",$121 ,NA,1-00399-7501,1003997501,988477.4,202983.6,INITIAL_INSP,PO456806,4/28/12,Passed Inspection,INITIAL_INSP,PO255361,4/14/11,Passed Inspection,INITIAL_INSP,PO85737,4/5/10,Passed Inspection,NA,NA,NA,NA
1-00400-0001,NA,NA,58 AVENUE A,ALPHABET CITY,D6-ELEVATOR,84,1940,79956,"$2,501,326 ",$31 ,"$472,858 ",$6 ,"$2,028,468 ","$15,143,000 ",$189 ,0.2,1-00400-0001,1004000001,988600.4,203206.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00402-0029,NA,NA,172 EAST 7 STREET,ALPHABET CITY,D1-ELEVATOR,25,1929,20886,"$544,340 ",$26 ,"$170,420 ",$8 ,"$373,920 ","$2,574,000 ",$123 ,0.2,1-00402-0029,1004020029,989283,203442.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00405-0013,NA,NA,510 EAST 12 STREET,ALPHABET CITY,C7-WALK-UP,22,1920,9290,"$265,950 ",$29 ,"$95,653 ",$10 ,"$170,297 ","$1,279,000 ",$138 ,0,1-00405-0013,1004050013,989582.4,204725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00405-0014,NA,NA,512 EAST 12 STREET,ALPHABET CITY,C4-WALK-UP,20,1920,9730,"$341,249 ",$35 ,"$110,100 ",$11 ,"$231,149 ","$1,710,000 ",$176 ,0,1-00405-0014,1004050014,989604.3,204712.9,INITIAL_INSP,PO456627,4/24/12,Passed Inspection,INITIAL_INSP,PO255179,4/7/11,Passed Inspection,INITIAL_INSP,PO93378,4/19/10,Passed Inspection,NA,NA,NA,NA
1-00405-7503,No,1104-R1,511 EAST 11 STREET,ALPHABET CITY,R2-CONDOMINIUM,12,1999,14376,"$457,876 ",$32 ,"$155,405 ",$11 ,"$302,471 ","$2,256,000 ",$157 ,NA,1-00405-7503,1004057503,989539.9,204647.2,INITIAL_INSP,PO456601,4/24/12,Passed Inspection,INITIAL_INSP,PO255153,4/6/11,Passed Inspection,INITIAL_INSP,PO218954,1/6/11,Passed Inspection,INITIAL_INSP,PO93353,4/19/10,Passed Inspection
1-00405-7504,No,1447-R1,525 EAST 11 STREET,ALPHABET CITY,R4-CONDOMINIUM,26,1965,29906,"$989,590 ",$33 ,"$308,331 ",$10 ,"$681,259 ","$5,064,002 ",$169 ,NA,1-00405-7504,1004057504,989670.7,204574.6,INITIAL_INSP,PO456604,4/24/12,Passed Inspection,INITIAL_INSP,PO255156,4/6/11,Passed Inspection,INITIAL_INSP,PO93356,4/19/10,Passed Inspection,NA,NA,NA,NA
1-00406-0008,NA,NA,208 AVENUE A,ALPHABET CITY,C7-WALK-UP,19,1900,11643,"$337,088 ",$29 ,"$136,874 ",$12 ,"$200,214 ","$1,503,000 ",$129 ,0,1-00406-0008,1004060008,989612.1,205058.8,INITIAL_INSP,PO456542,4/26/12,Passed Inspection,INITIAL_INSP,PO255087,4/5/11,Passed Inspection,INITIAL_INSP,PO87363,4/7/10,Passed Inspection,NA,NA,NA,NA
1-00406-0011,NA,NA,510 EAST 13 STREET,ALPHABET CITY,C7-WALK-UP,29,1900,16002,"$428,846 ",$27 ,"$178,065 ",$11 ,"$250,781 ","$1,813,000 ",$113 ,0,1-00406-0011,1004060011,989678.7,204964.6,INITIAL_INSP,PO456591,5/1/12,Passed Inspection,INITIAL_INSP,PO255137,4/6/11,Passed Inspection,INITIAL_INSP,PO87446,4/7/10,Passed Inspection,NA,NA,NA,NA
1-00406-7501,No,0852-R1,212 AVENUE B,ALPHABET CITY,R2-CONDOMINIUM,24,1900,15021,"$379,731 ",$25 ,"$162,227 ",$11 ,"$217,504 ","$1,578,999 ",$105 ,NA,1-00406-7501,1004067501,990118.9,204762.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00407-0006,NA,NA,220 AVENUE A,ALPHABET CITY,C4-WALK-UP,16,1900,14976,"$390,950 ",$26 ,"$82,704 ",$6 ,"$308,246 ","$2,232,000 ",$149 ,0,1-00407-0006,1004070006,989714.8,205244.2,INITIAL_INSP,PO456506,4/26/12,Passed Inspection,INITIAL_INSP,PO255049,4/5/11,Passed Inspection,INITIAL_INSP,PO87298,4/7/10,Passed Inspection,NA,NA,NA,NA
1-00407-0026,NA,NA,536 EAST 14 STREET,ALPHABET CITY,C7-WALK-UP,16,1920,7066,"$167,280 ",$24 ,"$75,199 ",$11 ,"$92,081 ","$671,000 ",$95 ,0,1-00407-0026,1004070026,990124.8,205033.1,COMPLIANCE_INSP,PO394607,1/13/12,Active Rat Signs,INITIAL_INSP,PO456533,4/26/12,Passed Inspection,INITIAL_INSP,PO255076,4/5/11,Passed Inspection,INITIAL_INSP,PO87307,4/7/10,Passed Inspection
1-00407-0029,NA,NA,232 AVENUE B,ALPHABET CITY,C7-WALK-UP,26,1900,17986,"$524,608 ",$29 ,"$183,078 ",$10 ,"$341,530 ","$2,563,000 ",$143 ,0,1-00407-0029,1004070029,990236.5,205008.5,INITIAL_INSP,PO456530,4/26/12,Passed Inspection,INITIAL_INSP,PO255073,4/5/11,Passed Inspection,INITIAL_INSP,PO87273,4/7/10,Passed Inspection,NA,NA,NA,NA
1-00407-7501,No,0338-R1,214 AVENUE A,ALPHABET CITY,R2-CONDOMINIUM,18,1920,11033,"$268,102 ",$24 ,"$118,053 ",$11 ,"$150,049 ","$907,499 ",$82 ,NA,1-00407-7501,1004077501,989683.2,205187.1,INITIAL_INSP,PO456508,5/1/12,Passed Inspection,INITIAL_INSP,PO255051,4/5/11,Passed Inspection,INITIAL_INSP,PO87296,4/7/10,Passed Inspection,NA,NA,NA,NA
1-00407-7502,No,1081-R1,503 EAST 13 STREET,ALPHABET CITY,R2-CONDOMINIUM,18,1999,19119,"$528,449 ",$28 ,"$172,071 ",$9 ,"$356,378 ","$2,568,002 ",$134 ,NA,1-00407-7502,1004077502,989702.9,205146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00408-7501,No,1881-R1,71 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,13,1900,31205,"$1,107,778 ",$36 ,"$288,022 ",$9 ,"$819,756 ","$6,058,998 ",$194 ,NA,1-00408-7501,1004087501,987042.9,200726,INITIAL_INSP,PO458431,5/31/12,Passed Inspection,INITIAL_INSP,PO267915,4/26/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-00410-0010,NA,NA,138 ORCHARD STREET,LOWER EAST SIDE,C7-WALK-UP,18,1900,9068,"$312,028 ",$34 ,"$109,940 ",$12 ,"$202,088 ","$1,497,000 ",$165 ,0.12,1-00410-0010,1004100010,987280.7,201555.3,INITIAL_INSP,PO470306,5/15/12,Passed Inspection,INITIAL_INSP,PO298821,5/27/11,Passed Inspection,INITIAL_INSP,PO67196,3/3/10,Passed Inspection,NA,NA,NA,NA
1-00411-0075,NA,NA,100 RIVINGTON STREET,LOWER EAST SIDE,C7-WALK-UP,24,1900,21120,"$879,290 ",$42 ,"$244,304 ",$12 ,"$634,986 ","$4,605,000 ",$218 ,0.05,1-00411-0075,1004110075,987542.5,201662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00411-7501,No,0754-R1,112 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,6,1900,3800,"$112,936 ",$30 ,"$34,500 ",$9 ,"$78,436 ","$588,000 ",$155 ,NA,1-00411-7501,1004117501,987658.3,201616.4,INITIAL_INSP,PO470361,5/23/12,Passed Inspection,INITIAL_INSP,PO270746,4/26/11,Passed Inspection,INITIAL_INSP,PO68419,3/5/10,Passed Inspection,NA,NA,NA,NA
1-00411-7502,No,1426-R1,157 LUDLOW STREET,LOWER EAST SIDE,R4-CONDOMINIUM,10,1900,11517,"$408,854 ",$36 ,"$106,302 ",$9 ,"$302,552 ","$2,100,000 ",$182 ,NA,1-00411-7502,1004117502,987528.4,201965.6,INITIAL_INSP,PO470300,5/16/12,Passed Inspection,INITIAL_INSP,PO269628,4/27/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-00411-7503,No,1576-R1,133 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,14130,"$506,702 ",$36 ,"$172,386 ",$12 ,"$334,316 ","$2,466,995 ",$175 ,NA,1-00411-7503,1004117503,987663.4,201674.2,COMPLIANCE_INSP,PO470363,6/12/12,Active Rat Signs,INITIAL_INSP,PO470363,5/23/12,Active Rat Signs,INITIAL_INSP,PO270748,4/26/11,Passed Inspection,NA,NA,NA,NA
1-00411-7504,No,2126-R1,153 ESSEX STREET,LOWER EAST SIDE,R4-CONDOMINIUM,17,1920,18201,"$680,717 ",$37 ,"$254,450 ",$14 ,"$426,267 ","$3,137,000 ",$172 ,NA,1-00411-7504,1004117504,987774.7,201906.9,INITIAL_INSP,PO470369,5/23/12,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00413-7501,No,0558-R1,75 ALLEN STREET,LOWER EAST SIDE,R2-CONDOMINIUM,18,1900,7994,"$307,050 ",$38 ,"$124,866 ",$16 ,"$182,184 ","$1,378,996 ",$173 ,NA,1-00413-7501,1004137501,986593.4,200812,COMPLIANCE_INSP,PO54924,3/26/10,Passed Inspection,INITIAL_INSP,PO456092,4/24/12,Passed Inspection,INITIAL_INSP,PO267881,4/21/11,Passed Inspection,INITIAL_INSP,PO54924,2/8/10,Problem Conditions
1-00413-7502,No,0908-R1,77 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,9,1920,5597,"$212,798 ",$38 ,"$74,832 ",$13 ,"$137,966 ","$951,001 ",$170 ,NA,1-00413-7502,1004137502,986602.7,200828.6,INITIAL_INSP,PO456093,4/25/12,Passed Inspection,INITIAL_INSP,PO267880,4/21/11,Passed Inspection,INITIAL_INSP,PO54923,2/8/10,Passed Inspection,NA,NA,NA,NA
1-00414-0018,NA,NA,61 DELANCEY STREET,LOWER EAST SIDE,C7-WALK-UP,19,1900,11543,"$532,606 ",$46 ,"$164,114 ",$14 ,"$368,492 ","$2,771,000 ",$240 ,0.06,1-00414-0018,1004140018,986782.3,201265,INITIAL_INSP,PO456116,4/25/12,Passed Inspection,INITIAL_INSP,PO268005,4/27/11,Passed Inspection,INITIAL_INSP,PO56892,2/8/10,Passed Inspection,NA,NA,NA,NA
1-00414-7501,No,0728-R1,101 ALLEN STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,5130,"$187,655 ",$37 ,"$59,867 ",$12 ,"$127,788 ","$942,000 ",$184 ,NA,1-00414-7501,1004147501,986753.9,201217.5,INITIAL_INSP,PO456118,4/25/12,Passed Inspection,INITIAL_INSP,PO268003,4/28/11,Passed Inspection,INITIAL_INSP,PO56894,2/8/10,Passed Inspection,NA,NA,NA,NA
1-00416-7502,No,1494-R1,62 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2003,8664,"$351,152 ",$41 ,"$89,326 ",$10 ,"$261,826 ","$1,978,002 ",$228 ,NA,1-00416-7502,1004167502,986995.7,201876.9,INITIAL_INSP,PO465387,5/23/12,Passed Inspection,INITIAL_INSP,PO269054,4/26/11,Passed Inspection,INITIAL_INSP,PO62812,2/19/10,Passed Inspection,NA,NA,NA,NA
1-00418-0032,NA,NA,100 FORSYTH STREET,LOWER EAST SIDE,C7-WALK-UP,20,1900,9450,"$289,943 ",$31 ,"$112,371 ",$12 ,"$177,572 ","$1,327,000 ",$140 ,0.04,1-00418-0032,1004180032,986300.1,200953.8,INITIAL_INSP,PO456065,4/24/12,Passed Inspection,INITIAL_INSP,PO267869,4/21/11,Passed Inspection,INITIAL_INSP,PO54898,2/4/10,Passed Inspection,NA,NA,NA,NA
1-00418-7501,No,1290-R1,113 ELDRIDGE STREET,LOWER EAST SIDE,R4-CONDOMINIUM,12,2002,7042,"$310,130 ",$44 ,"$76,406 ",$11 ,"$233,724 ","$1,760,000 ",$250 ,NA,1-00418-7501,1004187501,986409.4,200995.6,INITIAL_INSP,PO456079,4/24/12,Passed Inspection,INITIAL_INSP,PO267856,4/21/11,Passed Inspection,INITIAL_INSP,PO54909,2/4/10,Passed Inspection,NA,NA,NA,NA
1-00419-7501,No,0824-R1,302 BROOME STREET,LOWER EAST SIDE,R4-CONDOMINIUM,8,1990,7841,"$279,532 ",$36 ,"$64,218 ",$8 ,"$215,314 ","$1,493,998 ",$191 ,NA,1-00419-7501,1004197501,986413.9,201213.6,COMPLIANCE_INSP,PO267975,5/19/11,Passed Inspection,INITIAL_INSP,PO456050,4/24/12,Passed Inspection,INITIAL_INSP,PO267975,4/21/11,Active Rat Signs,INITIAL_INSP,PO56920,2/8/10,Passed Inspection
1-00420-0045,NA,NA,150 FORSYTH STREET,LOWER EAST SIDE,D7-ELEVATOR,11,1995,10000,"$350,212 ",$35 ,"$123,009 ",$12 ,"$227,203 ","$1,681,000 ",$168 ,0.51,1-00420-0045,1004200045,986607,201737,INITIAL_INSP,PO465369,5/23/12,Passed Inspection,INITIAL_INSP,PO268230,4/20/11,Passed Inspection,INITIAL_INSP,PO58516,2/17/10,Passed Inspection,NA,NA,NA,NA
1-00420-7501,No,2147-R1,40 DELANCEY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,55,2005,58364,"$2,052,662 ",$35 ,"$594,146 ",$10 ,"$1,458,516 ","$10,796,996 ",$185 ,NA,1-00420-7501,1004207501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00421-0080,NA,NA,40 RIVINGTON STREET,LOWER EAST SIDE,C7-WALK-UP,22,1900,11836,"$394,348 ",$33 ,"$144,692 ",$12 ,"$249,656 ","$1,855,000 ",$157 ,0.08,1-00421-0080,1004210080,986723.1,201998.5,INITIAL_INSP,PO465362,5/18/12,Passed Inspection,INITIAL_INSP,PO269044,4/26/11,Passed Inspection,INITIAL_INSP,PO62804,2/19/10,Passed Inspection,NA,NA,NA,NA
1-00421-7502,No,0758-R1,36 RIVINGTON STREET,LOWER EAST SIDE,R4-CONDOMINIUM,16,1988,13319,"$500,661 ",$38 ,"$137,985 ",$10 ,"$362,676 ","$2,665,999 ",$200 ,NA,1-00421-7502,1004217502,986687.4,202012.6,INITIAL_INSP,PO465361,5/18/12,Passed Inspection,INITIAL_INSP,PO269043,4/26/11,Passed Inspection,INITIAL_INSP,PO134646,7/13/10,Passed Inspection,INITIAL_INSP,PO62803,2/19/10,Passed Inspection
1-00422-0056,NA,NA,247 ELDRIDGE STREET,LOWER EAST SIDE,D9-ELEVATOR,11,2001,7926,"$174,805 ",$22 ,"$85,166 ",$11 ,"$89,639 ","$629,000 ",$79 ,0.66,1-00422-0056,1004220056,987082.6,202621.6,INITIAL_INSP,PO465351,5/18/12,Passed Inspection,INITIAL_INSP,PO269026,4/25/11,Passed Inspection,INITIAL_INSP,PO62784,2/18/10,Passed Inspection,NA,NA,NA,NA
1-00422-0057,NA,NA,245 ELDRIDGE STREET,LOWER EAST SIDE,C7-WALK-UP,10,1900,14161,"$302,054 ",$21 ,NA,NA,"$302,054 ","$3,398,000 ",$240 ,0,1-00422-0057,1004220057,987046.5,202610.9,INITIAL_INSP,PO465350,5/18/12,Passed Inspection,INITIAL_INSP,PO269025,4/25/11,Passed Inspection,INITIAL_INSP,PO62783,2/18/10,Passed Inspection,NA,NA,NA,NA
1-00422-7501,No,0397-R1,241 ELDRIDGE STREET,LOWER EAST SIDE,R2-CONDOMINIUM,10,1900,12777,"$399,792 ",$31 ,"$195,744 ",$15 ,"$204,048 ","$1,426,004 ",$112 ,NA,1-00422-7501,1004227501,987030,202572.1,INITIAL_INSP,PO465349,5/18/12,Passed Inspection,INITIAL_INSP,PO269024,4/25/11,Passed Inspection,INITIAL_INSP,PO62782,2/18/10,Passed Inspection,NA,NA,NA,NA
1-00425-7501,No,1408-R1,195 BOWERY,LOWER EAST SIDE,R4-CONDOMINIUM,16,1900,26783,"$941,958 ",$35 ,"$272,651 ",$10 ,"$669,307 ","$4,917,002 ",$184 ,NA,1-00425-7501,1004257501,986141.2,201854,INITIAL_INSP,PO470698,5/24/12,Passed Inspection,INITIAL_INSP,PO268206,4/20/11,Passed Inspection,INITIAL_INSP,PO58526,2/17/10,Passed Inspection,NA,NA,NA,NA
1-00425-7502,No,1553-R1,199 BOWERY,LOWER EAST SIDE,R4-CONDOMINIUM,63,2000,56479,"$2,416,736 ",$43 ,"$642,731 ",$11 ,"$1,774,005 ","$13,380,994 ",$237 ,NA,1-00425-7502,1004257502,986151.9,201973.6,INITIAL_INSP,PO470696,5/24/12,Passed Inspection,INITIAL_INSP,PO268208,4/20/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-00432-7501,No,0714-R1,85 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,32,1991,23605,"$879,758 ",$37 ,"$218,818 ",$9 ,"$660,940 ","$4,862,000 ",$206 ,NA,1-00432-7501,1004327501,988564,203528.2,INITIAL_INSP,PO459555,5/14/12,Passed Inspection,INITIAL_INSP,PO258289,4/11/11,Passed Inspection,INITIAL_INSP,PO105244,4/30/10,Passed Inspection,INITIAL_INSP,PO99679,4/27/10,Passed Inspection
1-00434-7501,No,0642-R1,103 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,20,1920,11229,"$402,110 ",$36 ,"$143,619 ",$13 ,"$258,491 ","$1,909,000 ",$170 ,NA,1-00434-7501,1004347501,988688.1,203753.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00434-7504,No,1526-R1,107 AVENUE A,EAST VILLAGE,R4-CONDOMINIUM,10,1920,10461,"$370,424 ",$35 ,"$108,899 ",$10 ,"$261,525 ","$1,815,001 ",$174 ,NA,1-00434-7504,1004347504,988704.6,203783.8,INITIAL_INSP,PO459534,5/11/12,Passed Inspection,INITIAL_INSP,PO258258,4/13/11,Passed Inspection,INITIAL_INSP,PO105223,4/29/10,Passed Inspection,INITIAL_INSP,PO99623,4/26/10,Passed Inspection
1-00437-0009,NA,NA,254 EAST 10 STREET,EAST VILLAGE,D9-ELEVATOR,25,1990,12264,"$482,269 ",$39 ,"$166,922 ",$14 ,"$315,347 ","$2,299,000 ",$187 ,0.3,1-00437-0009,1004370009,988654.8,204647.5,INITIAL_INSP,PO459334,6/12/12,Passed Inspection,INITIAL_INSP,PO258129,4/14/11,Passed Inspection,INITIAL_INSP,PO103914,4/28/10,Passed Inspection,INITIAL_INSP,PO99478,4/26/10,Passed Inspection
1-00437-7502,No,1947-R1,266 EAST 10 STREET,EAST VILLAGE,R4-CONDOMINIUM,10,2007,6166,"$311,445 ",$51 ,"$69,368 ",$11 ,"$242,077 ","$1,815,000 ",$294 ,NA,1-00437-7502,1004377502,988775.8,204585.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00438-7502,No,1207-R1,416 EAST 11 STREET,EAST VILLAGE,R4-CONDOMINIUM,13,2001,15742,"$581,509 ",$37 ,"$128,612 ",$8 ,"$452,897 ","$3,333,999 ",$212 ,NA,1-00438-7502,1004387502,988920.4,204781.1,INITIAL_INSP,PO459236,5/16/12,Passed Inspection,INITIAL_INSP,PO258078,4/18/11,Passed Inspection,INITIAL_INSP,PO103434,4/28/10,Passed Inspection,INITIAL_INSP,PO93614,4/26/10,Passed Inspection
1-00440-0027,NA,NA,438 EAST 13 STREET,EAST VILLAGE,C1-WALK-UP,20,1900,9135,"$245,264 ",$27 ,"$98,307 ",$11 ,"$146,957 ","$1,062,000 ",$116 ,0,1-00440-0027,1004400027,989319.7,205174.1,INITIAL_INSP,PO459133,5/22/12,Passed Inspection,INITIAL_INSP,PO257989,4/19/11,Passed Inspection,INITIAL_INSP,PO103097,4/27/10,Passed Inspection,INITIAL_INSP,PO93331,4/19/10,Passed Inspection
1-00440-0051,NA,NA,417 EAST 12 STREET,EAST VILLAGE,C1-WALK-UP,15,1920,11034,"$511,060 ",$46 ,"$141,857 ",$13 ,"$369,203 ","$2,776,000 ",$252 ,0,1-00440-0051,1004400051,989098.6,205175.2,INITIAL_INSP,PO459107,5/18/12,Passed Inspection,INITIAL_INSP,PO257969,4/19/11,Passed Inspection,INITIAL_INSP,PO103116,4/27/10,Passed Inspection,INITIAL_INSP,PO93311,4/20/10,Passed Inspection
1-00440-7502,No,1264-R1,407 EAST 12 STREET,EAST VILLAGE,R4-CONDOMINIUM,27,1900,30363,"$931,840 ",$31 ,"$196,449 ",$6 ,"$735,391 ","$5,497,000 ",$181 ,NA,1-00440-7502,1004407502,989010.7,205268.7,INITIAL_INSP,PO459103,5/18/12,Passed Inspection,INITIAL_INSP,PO257965,4/19/11,Passed Inspection,INITIAL_INSP,PO93307,4/20/10,Passed Inspection,NA,NA,NA,NA
1-00440-7503,No,1503-R1,431 EAST 12 STREET,EAST VILLAGE,R2-CONDOMINIUM,13,1900,20099,"$595,332 ",$30 ,"$197,372 ",$10 ,"$397,960 ","$2,982,998 ",$148 ,NA,1-00440-7503,1004407503,989248.6,205106,INITIAL_INSP,PO459114,5/18/12,Passed Inspection,INITIAL_INSP,PO257976,4/20/11,Passed Inspection,INITIAL_INSP,PO103110,4/27/10,Passed Inspection,INITIAL_INSP,PO93318,4/20/10,Passed Inspection
1-00441-7501,No,0292-R1,224 1 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,40,1911,25528,"$864,378 ",$34 ,"$162,869 ",$6 ,"$701,509 ","$5,206,002 ",$204 ,NA,1-00441-7501,1004417501,989095.7,205587.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00441-7503,No,1766-R1,421 EAST 13 STREET,EAST VILLAGE,R4-CONDOMINIUM,96,2006,93382,"$3,733,412 ",$40 ,"$747,990 ",$8 ,"$2,985,422 ","$22,563,999 ",$242 ,NA,1-00441-7503,1004417503,989320.9,205416.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-00443-7502,No,1970-R1,62 EAST 1 STREET,EAST VILLAGE,R4-CONDOMINIUM,11,2007,14982,"$563,173 ",$38 ,"$155,214 ",$10 ,"$407,959 ","$2,998,999 ",$200 ,NA,1-00443-7502,1004437502,987290.8,202994.2,INITIAL_INSP,PO465300,5/17/12,Passed Inspection,INITIAL_INSP,PO260761,5/10/11,Passed Inspection,INITIAL_INSP,PO93573,4/15/10,Passed Inspection,NA,NA,NA,NA
1-00444-7501,No,0271-R1,72 EAST 3 STREET,EAST VILLAGE,R4-CONDOMINIUM,20,1900,17225,"$611,488 ",$36 ,"$158,987 ",$9 ,"$452,501 ","$3,344,993 ",$194 ,NA,1-00444-7501,1004447501,987380.3,203357.5,INITIAL_INSP,PO465272,5/16/12,Passed Inspection,INITIAL_INSP,PO260731,5/9/11,Passed Inspection,INITIAL_INSP,PO93660,4/19/10,Passed Inspection,NA,NA,NA,NA
1-00446-7501,No,0695-R1,125 EAST 4 STREET,EAST VILLAGE,R9-CONDOMINIUM,28,2004,17793,"$663,145 ",$37 ,"$164,941 ",$9 ,"$498,204 ","$3,665,000 ",$206 ,NA,1-00446-7501,1004467501,987702.9,203655.4,INITIAL_INSP,PO465194,5/15/12,Passed Inspection,INITIAL_INSP,PO260655,5/6/11,Passed Inspection,INITIAL_INSP,PO97267,4/20/10,Passed Inspection,NA,NA,NA,NA
